"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
site_phase_3b_update_warn_site_form,site_phase_dates_addtl_info,,descriptive,"<div style=""text-align:center;padding:10px;color: #980015; border: 4px solid  #980015; background-color: rgba(152, 0, 21, 0.1);""><span style=""font-size:120%;"">IMPORTANT</span> <p>If the PHASE 3B start date is updated, then the REDCap Mobile App's project setup and data will need to be updated as soon as possible.</p> <p style=""font-weight: normal;"">If you have updated the PHASE 3B start date to a date other than today, then please do the following steps when you are able:</p> <ul> <li style=""font-weight: normal; text-align: left;"">Send the updated data to the server after saving this form.</li> <li style=""font-weight: normal; text-align: left;"">First thing tomorrow, ensure that you do a Refresh of the Project Setup and Data on the REDCap Mobile App</li> </ul> <p style=""font-weight: normal;"">If you have updated the PHASE 3B start date to a date to today's date, then please do the following steps as soon as possible:</p> <ul> <li style=""font-weight: normal; text-align: left;"">Send the updated data to the server after saving this form.</li> <li style=""font-weight: normal; text-align: left;"">Open this form on the web version of REDCap and click ""Save as Complete"".</li> <li style=""font-weight: normal; text-align: left;"">Refresh the Project Setup and Data on the REDCap Mobile App.</li> </ul> <p style=""font-weight: normal;"">Please refer to the following page for further guidance/instructions: <a href=""[redcap-version-url]index.php?pid=[project-id]&route=ProjectDashController:view&dash_id=15"">REDCap Mobile App Guidance</a></p></div>",,,,,,,"[site_dag_label_curr] <> [site_dag_label_calc] and [user-dag-label] <> '' and [site_rand_grp] = 'eenc_plus_news_heat_care_bundle'",,,,,,"Miscellaneous
@HIDDEN-PDF @HIDDEN-APP"
site_phase_3b_update_warn_site_app,site_phase_dates_addtl_info,,descriptive,"<div style=""text-align:center;padding:10px;color: #980015; border: 4px solid  #980015; background-color: rgba(152, 0, 21, 0.1);""><span style=""font-size:120%;"">IMPORTANT</span> <p>If the PHASE 3B start date is updated, then the REDCap Mobile App's project setup and data will need to be updated as soon as possible.</p> <p style=""font-weight: normal;"">If you have updated the PHASE 3B start date to a date other than today, then please do the following steps when you are able:</p> <ul> <li style=""font-weight: normal; text-align: left;"">Send the updated data to the server after saving this form.</li> <li style=""font-weight: normal; text-align: left;"">First thing tomorrow, ensure that you do a Refresh of the Project Setup and Data on the REDCap Mobile App</li> </ul> <p style=""font-weight: normal;"">If you have updated the PHASE 3B start date to a date to today's date, then please do the following steps as soon as possible:</p> <ul> <li style=""font-weight: normal; text-align: left;"">Send the updated data to the server after saving this form.</li> <li style=""font-weight: normal; text-align: left;"">Open this form on the web version of REDCap and click ""Save as Complete"".</li> <li style=""font-weight: normal; text-align: left;"">Refresh the Project Setup and Data on the REDCap Mobile App.</li> </ul> <p style=""font-weight: normal;"">For further guidance/instructions, please refer to the ""REDCap Mobile App Guidance"" dashboard page on the web version of REDCap (or the exported PDF version of the dashboard page - which you can save for offline use by viewing the page and clicking ""Export as PDF"" in the top right corner).</p></div>",,,,,,,"[site_dag_label_curr] <> [site_dag_label_calc] and [user-dag-label] <> '' and [site_phase_curr_view_is_app] = '1' and [site_rand_grp] = 'eenc_plus_news_heat_care_bundle'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_end_date,site_phase_dates_addtl_info,,text,"End Date",,,date_dmy,[site_rand_date],2035-01-01,,,y,,,,,"Data Management
@NOMISSING @FORCE-MINMAX @HIDEBUTTON"
site_info_title,site_phase_dates_addtl_info,,descriptive,"<h2 class=""h4"" style=""text-align: center;"">[arm3_site_shortlabel] - Additional Information</h2>",,,,,,,,,,,,,"Miscellaneous
@HIDDEN-PDF"
site_info_hiv,site_phase_dates_addtl_info,,text,"Total number of people living with HIV (PLHIV) for females aged ≥15 ",,,number,0,2000000,,,y,,,,,"Demographics
@FORCE-MINMAX"
site_info_malaria,site_phase_dates_addtl_info,,radio,"<div class=""rich-text-field-label""><p>Malaria burden (classified from median incidence)<br><br><span style=""font-weight: normal;"">Classification of malaria burden using median malaria incidence (per 1000 population) collected between 2019-2023 </span><br><span style=""font-weight: normal;"">No transmission (< 1), Very Low (2.0), Low (11.0), Moderate (54.0), Moderate to high (95.0), High (474.0), Very High (748.0).</span></p></div>","no_transmission, No transmission | very_low, Very low | low, Low | moderate, Moderate | moderate_to_high, Moderate to high | high, High | very_high, Very high | unknown, Unknown",,,,,,,y,,,,,"Demographics
@NOMISSING"
site_info_num_of_staff,site_phase_dates_addtl_info,,text,"Number of staff in labour ward/maternity theatre at start of baseline data collection period",,,number,0,10000,,,y,,,,,"Demographics
Primary Outcome Not Primary Analysis
@FORCE-MINMAX"
site_info_staff,site_phase_dates_addtl_info,,descriptive,"<div class=""rich-text-field-label""><p><strong>Number of staff in the labour ward/maternity theatre by job title</strong></p> <table style=""border-collapse: collapse; width: 99.9489%; border-width: 1px;"" border=""1""><colgroup><col style=""width: 66.66%;""><col style=""width: 33.33%;""></colgroup> <tbody> <tr> <td style=""padding: 10px;"">Staff job title</td> <td style=""padding: 10px;"">Number</td> </tr> <tr> <td style=""padding: 10px;""><span style=""font-weight: normal;"">Nurses</span></td> <td style=""padding: 10px;"">{site_info_staff_nurse:icons}</td> </tr> <tr> <td style=""padding: 10px;""><span style=""font-weight: normal;"">Doctors<br><em>(Obstetricians, Medical Officers, Medical Officer Interns)</em></span></td> <td style=""padding: 10px;"">{site_info_staff_doctor:icons}</td> </tr> <tr> <td style=""padding: 10px;""><span style=""font-weight: normal;"">Clinical Officers<br><em>(RHealth/ Others) </em></span></td> <td style=""padding: 10px;"">{site_info_staff_co:icons}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,"Miscellaneous
@HIDDEN-PDF"
site_info_staff_nurse,site_phase_dates_addtl_info,,text,"Number of nurses in the labour ward/maternity theatre",,,number,0,10000,,,y,,,,,"Demographics
Primary Outcome Not Primary Analysis
@FORCE-MINMAX"
site_info_staff_doctor,site_phase_dates_addtl_info,,text,"Number of Doctors (Obstetricians, Medical Officers, Medical Officer Interns) in the labour ward/maternity theatre",,,number,0,10000,,,y,,,,,"Demographics
Primary Outcome Not Primary Analysis
@FORCE-MINMAX"
site_info_staff_co,site_phase_dates_addtl_info,,text,"Number of Clinical Officers (RHealth/Others) in the labour ward/maternity theatre",,,number,0,10000,,,y,,,,,"Demographics
Primary Outcome Not Primary Analysis
@FORCE-MINMAX"
site_info_equipment,site_phase_dates_addtl_info,,descriptive,"<div class=""rich-text-field-label""><p><strong>Equipment available in labour ward/maternity theatre for EENC training</strong></p> <table style=""border-collapse: collapse; width: 99.9489%; border-width: 1px;"" border=""1""><colgroup><col style=""width: 66.66%;""><col style=""width: 33.33%;""></colgroup> <tbody> <tr> <td style=""padding: 10px;"">Equipment</td> <td style=""padding: 10px;"">Number</td> </tr> <tr> <td style=""padding: 10px;""><span style=""font-weight: normal;"">Heaters</span></td> <td style=""padding: 10px;"">{site_info_heaters:icons}</td> </tr> <tr> <td style=""padding: 10px;""><span style=""font-weight: normal;"">Suction machines and catheters</span></td> <td style=""padding: 10px;"">{site_info_suction:icons}</td> </tr> <tr> <td style=""padding: 10px;""><span style=""font-weight: normal;"">Bag valve masks</span></td> <td style=""padding: 10px;"">{site_info_bag:icons}</td> </tr> <tr> <td style=""padding: 10px;""><span style=""font-weight: normal;"">Oxygen supply</span></td> <td style=""padding: 10px;"">{site_info_oxygen:icons}</td> </tr> <tr> <td style=""padding: 10px;""><span style=""font-weight: normal;"">Towels</span></td> <td style=""padding: 10px;"">{site_info_towels:icons}</td> </tr> <tr> <td style=""padding: 10px;""><span style=""font-weight: normal;"">Hats</span></td> <td style=""padding: 10px;"">{site_info_hats:icons}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,"Miscellaneous
@HIDDEN-PDF"
site_info_heaters,site_phase_dates_addtl_info,,text,"Number of heaters available in labour ward/maternity theatre for EENC training",,,number,0,10000,,,y,,,,,"Demographics
@FORCE-MINMAX"
site_info_suction,site_phase_dates_addtl_info,,text,"Number of suction machines and catheters available in labour ward/maternity theatre for EENC training
",,,number,0,10000,,,y,,,,,"Demographics
@FORCE-MINMAX"
site_info_bag,site_phase_dates_addtl_info,,text,"Number of bag valve masks available in labour ward/maternity theatre for EENC training
",,,number,0,10000,,,y,,,,,"Demographics
@FORCE-MINMAX"
site_info_oxygen,site_phase_dates_addtl_info,,text,"Number of oxygen supply available in labour ward/maternity theatre for EENC training",,,number,0,10000,,,y,,,,,"Demographics
@FORCE-MINMAX"
site_info_towels,site_phase_dates_addtl_info,,text,"Number of towels available in labour ward/maternity theatre for EENC training",,,number,0,10000,,,y,,,,,"Demographics
@FORCE-MINMAX"
site_info_hats,site_phase_dates_addtl_info,,text,"Number of hats available in labour ward/maternity theatre for EENC training",,,number,0,10000,,,y,,,,,"Demographics
@FORCE-MINMAX"
site_notification_version,notification_email_addresses,,dropdown,"Form Version","1.0, v1.0 27-May-2025",,,,,,,,,,,,"Data Management
@HIDDEN @DEFAULT='1.0' @NOMISSING @SAVE-PROMPT-EXEMPT-WHEN-AUTOSET"
site_notification_lasteditedby,notification_email_addresses,,text,"REDCap Mobile App - Last Edited By",,,,,,,,,,,,,"Data Management
@HIDDEN @HIDDEN-PDF @READONLY @APPUSERNAME-APP"
site_notification_title,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><h2 class=""h4"" style=""text-align: center;"">[arm3_site_shortlabel] - Notification Email Addresses</h2> <p><span style=""font-weight: normal;"">This form can be utilized to define email addresses to include on notification emails that alert sites to update their REDCap Mobile App configuration in the event of, for instance:</span></p> <ul> <li><span style=""font-weight: normal;"">The implementation phase start date of a site has been changed</span></li> <li><span style=""font-weight: normal;"">The redcap project has been updated</span></li> </ul> <p><span style=""font-weight: normal;"">You can define up to 10 email addresses to include. Please do utilize the description field to give details on who each email address belongs to for clarity. You can also toggle email addresses on or off temporarily, if desired.</span></p> <table style=""border-collapse: collapse; width: 99.9729%; height: 275px;"" border=""1""><colgroup><col style=""width: 50.0522%;""><col style=""width: 49.9075%;""></colgroup> <tbody style=""vertical-align: top;""> <tr> <td>Email Address</td> <td>Description</td> </tr> <tr> <td><span style=""font-weight: normal;"">{site_email_1}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_1}</span></td> </tr> <tr> <td><span style=""font-weight: normal;"">{site_email_2}{site_email_dupe_2}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_2}</span></td> </tr> <tr> <td><span style=""font-weight: normal;"">{site_email_3}{site_email_dupe_3}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_3}</span></td> </tr> <tr> <td><span style=""font-weight: normal;"">{site_email_4}{site_email_dupe_4}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_4}</span></td> </tr> <tr style=""height: 25px;""> <td><span style=""font-weight: normal;"">{site_email_5}{site_email_dupe_5}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_5}</span></td> </tr> <tr> <td><span style=""font-weight: normal;"">{site_email_6}{site_email_dupe_6}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_6}</span></td> </tr> <tr> <td><span style=""font-weight: normal;"">{site_email_7}{site_email_dupe_7}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_7}</span></td> </tr> <tr> <td><span style=""font-weight: normal;"">{site_email_8}{site_email_dupe_8}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_8}</span></td> </tr> <tr> <td><span style=""font-weight: normal;"">{site_email_9}{site_email_dupe_9}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_9}</span></td> </tr> <tr> <td><span style=""font-weight: normal;"">{site_email_10}{site_email_dupe_10}</span></td> <td><span style=""font-weight: normal;"">{site_email_description_10}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_1,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_description_1,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_1] <> ''",,,,,,Miscellaneous
site_email_2,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_isdupe_2,notification_email_addresses,,text,"Site Email Duplicate (calc)",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(if([site_email_2] <> '' and [site_email_2] = [site_email_1],1,0))"
site_email_dupe_2,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; color: #ba372a;"">Error! The email address entered appears to be a duplicate.</span></p></div>",,,,,,,"[site_email_isdupe_2] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_description_2,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_2] <> '' and [site_email_isdupe_2] = '0'",,,,,,Miscellaneous
site_email_3,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_isdupe_3,notification_email_addresses,,text,"Site Email Duplicate (calc)",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(if([site_email_3] <> '' and ([site_email_3] = [site_email_2] or [site_email_3] = [site_email_1]),1,0))"
site_email_dupe_3,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; color: #ba372a;"">Error! The email address entered appears to be a duplicate.</span></p></div>",,,,,,,"[site_email_isdupe_3] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_description_3,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_3] <> '' and [site_email_isdupe_3] = '0'",,,,,,Miscellaneous
site_email_4,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_isdupe_4,notification_email_addresses,,text,"Site Email Duplicate (calc)",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(if([site_email_4] <> '' and (
[site_email_4] = [site_email_3]
or [site_email_4] = [site_email_2]
or [site_email_4] = [site_email_1]
),1,0))"
site_email_dupe_4,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; color: #ba372a;"">Error! The email address entered appears to be a duplicate.</span></p></div>",,,,,,,"[site_email_isdupe_4] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_description_4,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_4] <> '' and [site_email_isdupe_4] = '0'",,,,,,Miscellaneous
site_email_5,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_isdupe_5,notification_email_addresses,,text,"Site Email Duplicate (calc)",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(if([site_email_5] <> '' and (
[site_email_5] = [site_email_4]
or [site_email_5] = [site_email_3]
or [site_email_5] = [site_email_2]
or [site_email_5] = [site_email_1]
),1,0))"
site_email_dupe_5,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; color: #ba372a;"">Error! The email address entered appears to be a duplicate.</span></p></div>",,,,,,,"[site_email_isdupe_5] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_description_5,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_5] <> '' and [site_email_isdupe_5] = '0'",,,,,,Miscellaneous
site_email_6,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_isdupe_6,notification_email_addresses,,text,"Site Email Duplicate (calc)",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(if([site_email_6] <> '' and (
[site_email_6] = [site_email_5]
or [site_email_6] = [site_email_4]
or [site_email_6] = [site_email_3]
or [site_email_6] = [site_email_2]
or [site_email_6] = [site_email_1]
),1,0))"
site_email_dupe_6,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; color: #ba372a;"">Error! The email address entered appears to be a duplicate.</span></p></div>",,,,,,,"[site_email_isdupe_6] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_description_6,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_6] <> '' and [site_email_isdupe_6] = '0'",,,,,,Miscellaneous
site_email_7,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_isdupe_7,notification_email_addresses,,text,"Site Email Duplicate (calc)",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(if([site_email_7] <> '' and (
[site_email_7] = [site_email_6]
or [site_email_7] = [site_email_5]
or [site_email_7] = [site_email_4]
or [site_email_7] = [site_email_3]
or [site_email_7] = [site_email_2]
or [site_email_7] = [site_email_1]
),1,0))"
site_email_dupe_7,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; color: #ba372a;"">Error! The email address entered appears to be a duplicate.</span></p></div>",,,,,,,"[site_email_isdupe_7] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_description_7,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_7] <> '' and [site_email_isdupe_7] = '0'",,,,,,Miscellaneous
site_email_8,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_isdupe_8,notification_email_addresses,,text,"Site Email Duplicate (calc)",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(if([site_email_8] <> '' and (
[site_email_8] = [site_email_7]
or [site_email_8] = [site_email_6]
or [site_email_8] = [site_email_5]
or [site_email_8] = [site_email_4]
or [site_email_8] = [site_email_3]
or [site_email_8] = [site_email_2]
or [site_email_8] = [site_email_1]
),1,0))"
site_email_dupe_8,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; color: #ba372a;"">Error! The email address entered appears to be a duplicate.</span></p></div>",,,,,,,"[site_email_isdupe_8] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_description_8,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_8] <> '' and [site_email_isdupe_8] = '0'",,,,,,Miscellaneous
site_email_9,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_isdupe_9,notification_email_addresses,,text,"Site Email Duplicate (calc)",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(if([site_email_9] <> '' and (
[site_email_9] = [site_email_8]
or [site_email_9] = [site_email_7]
or [site_email_9] = [site_email_6]
or [site_email_9] = [site_email_5]
or [site_email_9] = [site_email_4]
or [site_email_9] = [site_email_3]
or [site_email_9] = [site_email_2]
or [site_email_9] = [site_email_1]
),1,0))"
site_email_dupe_9,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; color: #ba372a;"">Error! The email address entered appears to be a duplicate.</span></p></div>",,,,,,,"[site_email_isdupe_9] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_description_9,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_9] <> '' and [site_email_isdupe_9] = '0'",,,,,,Miscellaneous
site_email_10,notification_email_addresses,,text,"Site Email",,,email,,,,,,,,,,Miscellaneous
site_email_isdupe_10,notification_email_addresses,,text,"Site Email Duplicate (calc)",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(if([site_email_10] <> '' and (
[site_email_10] = [site_email_9]
or [site_email_10] = [site_email_8]
or [site_email_10] = [site_email_7]
or [site_email_10] = [site_email_6]
or [site_email_10] = [site_email_5]
or [site_email_10] = [site_email_4]
or [site_email_10] = [site_email_3]
or [site_email_10] = [site_email_2]
or [site_email_10] = [site_email_1]
),1,0))"
site_email_dupe_10,notification_email_addresses,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; color: #ba372a;"">Error! The email address entered appears to be a duplicate.</span></p></div>",,,,,,,"[site_email_isdupe_10] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
site_email_description_10,notification_email_addresses,,notes,"Site Email Description",,,,,,,"[site_email_10] <> '' and [site_email_isdupe_10] = '0'",,,,,,Miscellaneous
site_email_addresses_calc,notification_email_addresses,,text,"Email address list (calc)",,,,,,,,,,,,,"Derived
Data Management
@CALCTEXT(
concat_ws(';',
if( [site_email_1] <> '',[site_email_1],''),
if( [site_email_2] <> '' and  [site_email_isdupe_2] = '0',[site_email_2],''),
if( [site_email_3] <> '' and  [site_email_isdupe_3] = '0',[site_email_3],''),
if( [site_email_4] <> '' and  [site_email_isdupe_4] = '0',[site_email_4],''),
if( [site_email_5] <> '' and  [site_email_isdupe_5] = '0',[site_email_5],''),
if( [site_email_6] <> '' and  [site_email_isdupe_6] = '0',[site_email_6],''),
if( [site_email_7] <> '' and  [site_email_isdupe_7] = '0',[site_email_7],''),
if( [site_email_8] <> '' and  [site_email_isdupe_8] = '0',[site_email_8],''),
if( [site_email_9] <> '' and  [site_email_isdupe_9] = '0',[site_email_9],''),
if( [site_email_10] <> '' and  [site_email_isdupe_10] = '0',[site_email_10],'')
)
) @HIDDEN-PDF"
inv_signoff_version,inv_signoff,,dropdown,"Form Version","1.0, v1.0 27-May-2025",,,,,,,,,,,,"Data Management
@HIDDEN @DEFAULT='1.0' @NOMISSING @SAVE-PROMPT-EXEMPT-WHEN-AUTOSET"
inv_signoff_app_lasteditedby,inv_signoff,,text,"REDCap Mobile App - Last Edited By",,,,,,,,,,,,,"Data Management
@HIDDEN @HIDDEN-PDF @READONLY @APPUSERNAME-APP"
inv_signoff_title,inv_signoff,,descriptive,"<h2 class=""h4"" style=""text-align: center; text-transform: capitalize;"">Investigator Sign-Off Statement</h2>",,,,,,,,,,,,,"Miscellaneous
@HIDDEN-PDF"
inv_signoff_advise,inv_signoff,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">This page should not be completed by the research nurses. NCTU will coordinate the collection and upload of completed site sign off forms. Please do not complete this page until you have been asked to.</span></p></div>",,,,,,,,,,,,,"Miscellaneous
@HIDDEN-PDF"
inv_signoff_comp,inv_signoff,,dropdown,"Investigator site sign off ready to be completed","yes, Yes",,,,,,,y,,,,,"Data Management
@NOMISSING"
inv_signoff_sig,inv_signoff,,file,"Upload completed signed Investigator site sign off form",,,,,,y,"[inv_signoff_comp] = 'yes'",y,,,,,"Data Management
@NOMISSING"
inv_signoff_name,inv_signoff,,text,"Investigator name",,,,,,y,"[inv_signoff_comp] = 'yes'",y,,,,,"Data Management
@NOMISSING"
inv_signoff_date,inv_signoff,,text,"Investigator sign off date",,"Click on the calendar icon to select a date.",date_dmy,[trial_data__mother_arm_1][matdata_form_date],today,,"[inv_signoff_comp] = 'yes'",y,,,,,"Data Management
@NOMISSING @FORCE-MINMAX"
ref_id_arm4_len_valid,nemail,,calc,"Reference Number is a valid length?","if(
    length([ref_id]) = 4,
    1,
    0
)",,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF"
ref_id_arm4_char_valid,nemail,,calc,"Reference Number are valid characters (numbers only)","if(
    [ref_id_arm4_len_valid] = '1' and isnumber(mid([ref_id], 1, 1)) and isnumber(mid([ref_id], 2, 1)) and isnumber(mid([ref_id], 3, 1)) and isnumber(mid([ref_id], 4, 1)),
    1,
    0
)",,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF"
ref_id_arm4_valid,nemail,,calc,"Reference Number is valid?","if(
    [ref_id_arm4_len_valid] = 1 and [ref_id_arm4_char_valid] = 1,
    1,
    0
)",,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF"
ref_id_arm4_err,nemail,,descriptive,"<div style=""text-align: center; color: #980015; border: 4px solid  #980015; background-color: rgba(152, 0, 21, 0.1); padding: 10px;""> <h5 style=""font-weight: 900;"">Sorry, the Reference Number must follow the correct format, e.g.: 0001.</h5> </div> ",,,,,,,"[ref_id_arm4_valid] = '0'",,,,,,"Miscellaneous
@HIDDEN-PDF"
nemail_version,nemail,,dropdown,"Form Version","1.0, v1.0 20-Oct-2025",,,,,,,,,,,,"Data Management
@HIDDEN @DEFAULT='1.0' @NOMISSING @SAVE-PROMPT-EXEMPT-WHEN-AUTOSET"
nemail_title,nemail,,descriptive,"<div class=""rich-text-field-label""><h2 class=""h4"" style=""text-align: center;"">Site Notification Email</h2> <p><span style=""font-weight: normal;"">This form can be utilized to send emails to selected site(s). The email addresses that the email is sent to are pulled directly from each site's ""Notification Email Addresses"" form.</span></p> <p><span style=""font-weight: normal;"">Using the fields below, specify the subject and content of your email. You can also add attachment(s). Once done, save this form as complete and use the button that appears at the bottom of the page to trigger sending the email. </span></p> <p><span style=""font-weight: normal;"">Once the email has been sent at least once, the subject and content fields will no longer be editable, but you can resend the email by clicking the ""Send Email"" button at the bottom of the page again. </span></p></div>",,,,,,,"[ref_id_arm4_valid] = '1' and [nemail_complete] <> ''",,,,,,"Miscellaneous
@HIDDEN-PDF"
nemail_loading,nemail,,descriptive,"<p style=""background-color:white;text-align: center;"">
<em>Loading, please wait... If the page takes longer than a few seconds to reload, please click ""Save & Stay"".</em>
<img style=""display: block; margin-left: auto; margin-right: auto;"" title=""Loading..."" src=""https://redcap03.nottingham.ac.uk/redcap_v15.5.8/Resources/images/loader.gif"" alt=""Loading..."">
</p>",,,,,,,"[nemail_complete] = '' and [ref_id_arm4_valid] = '1'",,,,,,"Miscellaneous
@HIDDEN-PDF"
nemail_sender_email,nemail,,text,"Current user's email address (When the email is sent, the current user's email address will be CC'd)",,,,,,,,y,,,,,"Miscellaneous
@SETVALUE='[user-email]' @READONLY @NOMISSING @HIDDEN @HIDDEN-PDF"
nemail_sender_email_saved,nemail,,text,"Current user's email address (When the email is sent, the current user's email address will be CC'd) - What is currently saved to the database",,,,,,,,,,,,,"Miscellaneous
@SETVALUE='[nemail_sender_email]' @READONLY @HIDDEN @HIDDEN-PDF"
nemail_which_sites,nemail,,checkbox,"<div class=""rich-text-field-label""><p>Site(s) to email<br><span style=""color: #ba372a;""><em><span style=""font-weight: normal;"">Sites that have no email addresses listed on their respective site's ""Notification Email Addresses"" form will not be selectable. It may take a few seconds for this list to have the available checkboxes enabled.</span></em></span></p></div>","00, 00 Standard Care | 01, 01 Intervention A | 02, 02 Intervention B | 03, 03 Intervention C | 04, 04 Intervention D | 05, 05 Nonexistent Site | 10, 10 Test Site Ten | 11, 11 Test Site Eleven | 12, 12 Test Site Twelve | 13, 13 Test Site Thirteen | 14, 14 Test Site Fourteen | 15, 15 Test Site Fifteen | 16, 16 Test Site Sixteen | 17, 17 Test Site Seventeen | 18, 18 Test Site Eighteen | 19, 19 Test Site Nineteen | 20, 20 Test Site Twenty | 21, 21 Test Site Twenty One | 22, 22 Test Site Twenty Two | 23, 23 Test Site Twenty Three | 24, 24 Test Site Twenty Four | 25, 25 Test Site Twenty Five | 26, 26 Test Site Twenty Six",,,,,,"[ref_id_arm4_valid] = '1' and [nemail_complete] <> ''",,,,,,"Miscellaneous
@NOMISSING @IF([nemail_sent_date] <> '',@READONLY,'') @HIDDEN-PDF"
nemail_which_sites_now,nemail,,text,"Site(s) to email - Current edit (piped version)",,,,,,,,,,,,,"Derived
Data Management
@READONLY @HIDDEN @HIDDEN-PDF @CALCTEXT(datalookup('nemail_which_sites', [record-name]))"
nemail_which_sites_saved,nemail,,text,"Site(s) to email - What is currently saved to the database",,,,,,,,,,,,,"Miscellaneous
@SETVALUE='[nemail_which_sites]' @READONLY @HIDDEN @HIDDEN-PDF"
